Effective Date,Rate (%)
12/10/2014,0.12
12/09/2014,0.12
12/08/2014,0.12
12/05/2014,0.12
12/04/2014,0.12
12/03/2014,0.12
12/02/2014,0.12
12/01/2014,0.13
11/28/2014,0.08
11/26/2014,0.1
11/25/2014,0.1
11/24/2014,0.1
11/21/2014,0.1
11/20/2014,0.1
11/19/2014,0.1
11/18/2014,0.11
11/17/2014,0.1
11/14/2014,0.09
11/13/2014,0.09
11/12/2014,0.09
11/10/2014,0.09
11/07/2014,0.09
11/06/2014,0.09
11/05/2014,0.09
11/04/2014,0.1
11/03/2014,0.09
10/31/2014,0.07
10/30/2014,0.09
10/29/2014,0.09
10/28/2014,0.09
10/27/2014,0.09
10/24/2014,0.09
10/23/2014,0.09
10/22/2014,0.09
10/21/2014,0.09
10/20/2014,0.09
10/17/2014,0.09
10/16/2014,0.09
10/15/2014,0.09
10/14/2014,0.09
10/10/2014,0.09
10/09/2014,0.08
10/08/2014,0.09
10/07/2014,0.09
10/06/2014,0.09
10/03/2014,0.09
10/02/2014,0.09
10/01/2014,0.09
09/30/2014,0.07
09/29/2014,0.08
09/26/2014,0.09
09/25/2014,0.09
09/24/2014,0.09
09/23/2014,0.09
09/22/2014,0.09
09/19/2014,0.09
09/18/2014,0.09
09/17/2014,0.09
09/16/2014,0.09
09/15/2014,0.09
09/12/2014,0.09
09/11/2014,0.09
09/10/2014,0.09
09/09/2014,0.09
09/08/2014,0.09
09/05/2014,0.09
09/04/2014,0.09
09/03/2014,0.09
09/02/2014,0.09
08/29/2014,0.07
08/28/2014,0.09
08/27/2014,0.09
08/26/2014,0.09
08/25/2014,0.09
08/22/2014,0.09
08/21/2014,0.09
08/20/2014,0.09
08/19/2014,0.09
08/18/2014,0.09
08/15/2014,0.09
08/14/2014,0.09
08/13/2014,0.09
08/12/2014,0.09
08/11/2014,0.09
08/08/2014,0.09
08/07/2014,0.09
08/06/2014,0.09
08/05/2014,0.09
08/04/2014,0.09
08/01/2014,0.09
07/31/2014,0.08
07/30/2014,0.09
07/29/2014,0.09
07/28/2014,0.09
07/25/2014,0.09
07/24/2014,0.09
07/23/2014,0.09
07/22/2014,0.09
07/21/2014,0.1
07/18/2014,0.09
07/17/2014,0.09
07/16/2014,0.09
07/15/2014,0.09
07/14/2014,0.09
07/11/2014,0.09
07/10/2014,0.09
07/09/2014,0.09
07/08/2014,0.09
07/07/2014,0.1
07/03/2014,0.09
07/02/2014,0.1
07/01/2014,0.1
06/30/2014,0.09
06/27/2014,0.1
06/26/2014,0.1
06/25/2014,0.1
06/24/2014,0.1
06/23/2014,0.1
06/20/2014,0.1
06/19/2014,0.1
06/18/2014,0.1
06/17/2014,0.1
06/16/2014,0.1
06/13/2014,0.1
06/12/2014,0.09
06/11/2014,0.09
06/10/2014,0.09
06/09/2014,0.09
06/06/2014,0.09
06/05/2014,0.09
06/04/2014,0.09
06/03/2014,0.1
06/02/2014,0.09
05/30/2014,0.08
05/29/2014,0.09
05/28/2014,0.09
05/27/2014,0.09
05/23/2014,0.09
05/22/2014,0.09
05/21/2014,0.09
05/20/2014,0.09
05/19/2014,0.09
05/16/2014,0.09
05/15/2014,0.09
05/14/2014,0.08
05/13/2014,0.09
05/12/2014,0.08
05/09/2014,0.08
05/08/2014,0.08
05/07/2014,0.08
05/06/2014,0.09
05/05/2014,0.09
05/02/2014,0.09
05/01/2014,0.09
04/30/2014,0.09
04/29/2014,0.1
04/28/2014,0.09
04/25/2014,0.09
04/24/2014,0.1
04/23/2014,0.1
04/22/2014,0.1
04/21/2014,0.1
04/18/2014,0.1
04/17/2014,0.09
04/16/2014,0.09
04/15/2014,0.1
04/14/2014,0.09
04/11/2014,0.09
04/10/2014,0.08
04/09/2014,0.08
04/08/2014,0.08
04/07/2014,0.09
04/04/2014,0.08
04/03/2014,0.08
04/02/2014,0.09
04/01/2014,0.08
03/31/2014,0.06
03/28/2014,0.08
03/27/2014,0.08
03/26/2014,0.08
03/25/2014,0.09
03/24/2014,0.09
03/21/2014,0.08
03/20/2014,0.08
03/19/2014,0.08
03/18/2014,0.08
03/17/2014,0.08
03/14/2014,0.08
03/13/2014,0.08
03/12/2014,0.08
03/11/2014,0.08
03/10/2014,0.08
03/07/2014,0.08
03/06/2014,0.08
03/05/2014,0.08
03/04/2014,0.07
03/03/2014,0.07
02/28/2014,0.06
02/27/2014,0.07
02/26/2014,0.07
02/25/2014,0.07
02/24/2014,0.07
02/21/2014,0.07
02/20/2014,0.07
02/19/2014,0.07
02/18/2014,0.07
02/14/2014,0.06
02/13/2014,0.06
02/12/2014,0.07
02/11/2014,0.06
02/10/2014,0.07
02/07/2014,0.06
02/06/2014,0.07
02/05/2014,0.07
02/04/2014,0.07
02/03/2014,0.07
01/31/2014,0.07
01/30/2014,0.07
01/29/2014,0.07
01/28/2014,0.07
01/27/2014,0.07
01/24/2014,0.07
01/23/2014,0.07
01/22/2014,0.07
01/21/2014,0.07
01/17/2014,0.07
01/16/2014,0.07
01/15/2014,0.07
01/14/2014,0.07
01/13/2014,0.07
01/10/2014,0.07
01/09/2014,0.07
01/08/2014,0.07
01/07/2014,0.07
01/06/2014,0.08
01/03/2014,0.08
01/02/2014,0.08
,
